Full,log(Age),M,log(Teff),Mbol,Mv,(U-B)o,(B-V)o,(V-R)o,(V-I)o,(V-J)o
2948,9.3,1.6162,3.794,1.92,1.93,0.05,0.54,0.31,0.61,0.92
2949,9.3,1.6201,3.77,1.99,2.04,0.14,0.64,0.36,0.69,1.08
2950,9.3,1.6231,3.748,2.13,2.23,0.25,0.73,0.4,0.77,1.22
2951,9.3,1.6249,3.731,2.3,2.45,0.36,0.8,0.44,0.84,1.34
2952,9.3,1.6271,3.711,2.44,2.66,0.51,0.89,0.48,0.91,1.49
2953,9.3,1.6284,3.703,2.39,2.65,0.57,0.93,0.5,0.95,1.55
2954,9.3,1.6302,3.696,2.21,2.5,0.63,0.96,0.52,0.98,1.61
2955,9.3,1.6314,3.693,2.06,2.36,0.66,0.98,0.53,0.99,1.63
2956,9.3,1.6326,3.69,1.89,2.21,0.68,0.99,0.53,1.0,1.66
2957,9.3,1.6338,3.687,1.72,2.05,0.71,1.0,0.54,1.02,1.68
2958,9.3,1.6348,3.684,1.57,1.91,0.74,1.02,0.54,1.03,1.7
2959,9.3,1.636,3.681,1.39,1.75,0.77,1.03,0.55,1.04,1.73
2960,9.3,1.637,3.678,1.23,1.61,0.8,1.05,0.56,1.06,1.75
2961,9.3,1.638,3.675,1.08,1.47,0.84,1.07,0.57,1.07,1.78
2962,9.3,1.639,3.671,0.92,1.34,0.87,1.08,0.58,1.09,1.81
2963,9.3,1.64,3.668,0.76,1.19,0.91,1.1,0.59,1.11,1.85
2964,9.3,1.641,3.664,0.58,1.04,0.94,1.12,0.6,1.13,1.88
2965,9.3,1.642,3.66,0.42,0.9,0.98,1.14,0.61,1.14,1.91
2966,9.3,1.6432,3.656,0.26,0.76,1.03,1.16,0.62,1.16,1.95
2967,9.3,1.6438,3.655,0.22,0.73,1.04,1.17,0.62,1.17,1.96
2968,9.3,1.6448,3.66,0.38,0.87,0.99,1.14,0.61,1.14,1.91
2969,9.3,1.645,3.663,0.51,0.98,0.95,1.13,0.6,1.13,1.89
2970,9.3,1.646,3.659,0.35,0.83,0.99,1.14,0.61,1.15,1.92
2971,9.3,1.6472,3.655,0.19,0.71,1.04,1.17,0.62,1.17,1.96
2972,9.3,1.6487,3.651,0.03,0.57,1.09,1.19,0.63,1.19,2.0
2973,9.3,1.6505,3.647,-0.15,0.42,1.14,1.21,0.65,1.21,2.04
2974,9.3,1.6514,3.643,-0.33,0.27,1.19,1.24,0.66,1.24,2.08
2975,9.3,1.6522,3.637,-0.52,0.12,1.25,1.27,0.68,1.27,2.14
2976,9.3,1.6529,3.632,-0.7,-0.01,1.32,1.3,0.69,1.3,2.19
2977,9.3,1.6535,3.627,-0.87,-0.14,1.38,1.32,0.71,1.33,2.24
2978,9.3,1.654,3.623,-1.03,-0.26,1.44,1.35,0.72,1.36,2.29
2979,9.3,1.6545,3.618,-1.21,-0.4,1.5,1.38,0.74,1.39,2.34
2980,9.3,1.6549,3.614,-1.37,-0.5,1.57,1.41,0.76,1.42,2.4
2981,9.3,1.6553,3.608,-1.54,-0.63,1.64,1.45,0.77,1.46,2.46
2982,9.3,1.6557,3.602,-1.74,-0.76,1.71,1.48,0.8,1.5,2.54
2983,9.3,1.656,3.596,-1.91,-0.87,1.74,1.5,0.82,1.56,2.61
2984,9.3,1.6563,3.589,-2.09,-0.98,1.77,1.53,0.84,1.64,2.7
2985,9.3,1.6566,3.579,-2.3,-1.09,1.8,1.55,0.87,1.75,2.82
2986,9.3,1.6568,3.573,-2.46,-1.18,1.82,1.56,0.9,1.82,2.9
2987,9.3,1.657,3.567,-2.63,-1.21,1.82,1.57,0.93,1.94,3.05
2988,9.3,1.6572,3.558,-2.82,-1.18,1.81,1.58,0.99,2.13,3.28
2989,9.3,1.6574,3.548,-3.04,-1.18,1.8,1.59,1.05,2.32,3.51
2990,9.3,1.6576,3.537,-3.29,-1.03,1.72,1.6,1.14,2.58,3.93
2991,9.3,1.6578,3.528,-3.47,-0.88,1.62,1.6,1.22,2.78,4.31
2992,9.3,1.5915,3.67,0.43,0.85,0.9,1.1,0.58,1.1,1.83
2993,9.3,1.5928,3.667,0.34,0.78,0.93,1.11,0.59,1.11,1.85
2994,9.3,1.6102,3.67,0.31,0.72,0.9,1.1,0.58,1.09,1.82
2995,9.3,1.6236,3.667,0.16,0.59,0.94,1.12,0.59,1.11,1.85
2996,9.3,1.6285,3.662,-0.02,0.45,0.99,1.14,0.6,1.13,1.9
2997,9.3,1.6299,3.657,-0.17,0.33,1.04,1.17,0.61,1.15,1.94
2998,9.3,1.6307,3.651,-0.35,0.19,1.11,1.2,0.63,1.18,2.0
2999,9.3,1.6309,3.646,-0.51,0.07,1.17,1.23,0.65,1.22,2.05
3000,9.3,1.631,3.641,-0.67,-0.05,1.23,1.26,0.67,1.25,2.1
3001,9.3,1.631,3.634,-0.86,-0.18,1.32,1.29,0.69,1.29,2.17
3002,9.3,1.6311,3.628,-1.03,-0.31,1.4,1.33,0.71,1.33,2.24
3003,9.3,1.6311,3.622,-1.23,-0.44,1.47,1.37,0.73,1.37,2.3
3004,9.3,1.6311,3.621,-1.26,-0.47,1.48,1.37,0.73,1.37,2.31
3005,9.3,1.6312,3.625,-1.1,-0.35,1.42,1.34,0.71,1.34,2.26
3006,9.3,1.6313,3.631,-0.93,-0.24,1.35,1.31,0.7,1.31,2.2
3007,9.3,1.6315,3.634,-0.85,-0.18,1.31,1.29,0.69,1.29,2.17
3008,9.3,1.6323,3.629,-1.0,-0.29,1.38,1.32,0.7,1.32,2.22
3009,9.3,1.6331,3.624,-1.16,-0.4,1.45,1.35,0.72,1.35,2.28
3010,9.3,1.6334,3.619,-1.33,-0.52,1.51,1.38,0.74,1.38,2.33
3011,9.3,1.6337,3.614,-1.48,-0.62,1.58,1.42,0.75,1.42,2.4
3012,9.3,1.6339,3.608,-1.64,-0.72,1.65,1.45,0.78,1.46,2.47
3013,9.3,1.634,3.602,-1.79,-0.81,1.71,1.49,0.8,1.5,2.54
3014,9.3,1.6342,3.597,-1.97,-0.94,1.74,1.5,0.82,1.56,2.6
3015,9.3,1.6343,3.591,-2.13,-1.04,1.76,1.52,0.83,1.62,2.67
3016,9.3,1.6343,3.585,-2.3,-1.15,1.79,1.54,0.86,1.69,2.75
3017,9.3,1.6344,3.576,-2.48,-1.24,1.82,1.56,0.88,1.78,2.86
3018,9.3,1.6345,3.569,-2.63,-1.26,1.82,1.57,0.92,1.89,2.99
3019,9.3,1.6345,3.562,-2.78,-1.23,1.81,1.57,0.97,2.05,3.18
3020,9.3,1.6346,3.553,-2.94,-1.18,1.81,1.58,1.02,2.23,3.4
3021,9.3,1.6346,3.546,-3.09,-1.18,1.8,1.59,1.07,2.36,3.56
3022,9.3,1.6347,3.537,-3.27,-1.05,1.73,1.59,1.13,2.55,3.89
3023,9.3,1.6347,3.529,-3.43,-0.87,1.63,1.6,1.21,2.76,4.27
3024,9.3,1.6348,3.521,-3.59,-0.72,1.55,1.6,1.27,2.94,4.61
3025,9.3,1.6348,3.517,-3.66,-0.63,1.5,1.61,1.31,3.03,4.78
3026,9.3,1.6349,3.506,-3.85,-0.47,1.44,1.61,1.36,3.25,5.16
3027,9.3,1.635,3.494,-4.03,-0.4,1.42,1.61,1.39,3.43,5.45
3028,9.3,1.6351,3.483,-4.22,-0.33,1.4,1.62,1.41,3.61,5.74
3029,9.3,1.6351,3.471,-4.4,-0.25,1.37,1.62,1.44,3.79,6.04
3030,9.3,1.6352,3.46,-4.59,-0.17,1.35,1.62,1.47,3.97,6.34
3031,9.3,1.6353,3.448,-4.78,-0.09,1.33,1.62,1.49,4.16,6.65
3032,9.3,1.6354,3.435,-4.96,0.01,1.31,1.62,1.52,4.36,6.97
3033,9.3,1.6354,3.424,-5.11,0.13,1.28,1.63,1.55,4.54,7.27
3071,9.2,0.6,3.586,7.79,8.86,1.15,1.38,0.88,1.73,2.66
3072,9.2,0.65,3.61,7.41,8.34,1.04,1.3,0.82,1.52,2.48
3073,9.2,0.7,3.634,7.03,7.76,0.96,1.2,0.75,1.37,2.22
3074,9.2,0.75,3.656,6.67,7.23,0.85,1.1,0.68,1.23,2.0
3075,9.2,0.8,3.678,6.31,6.72,0.7,1.01,0.59,1.1,1.79
3076,9.2,0.85,3.698,5.99,6.27,0.57,0.92,0.52,0.99,1.6
3077,9.2,0.9,3.719,5.66,5.85,0.44,0.84,0.47,0.88,1.43
3078,9.2,0.95,3.735,5.36,5.51,0.32,0.78,0.43,0.82,1.31
3079,9.2,1.0,3.752,5.06,5.16,0.21,0.71,0.4,0.76,1.2
3080,9.2,1.05,3.765,4.78,4.85,0.14,0.66,0.37,0.71,1.12
3081,9.2,1.1,3.778,4.49,4.54,0.07,0.61,0.35,0.67,1.03
3082,9.2,1.15,3.789,4.21,4.24,0.03,0.56,0.33,0.63,0.96
3083,9.2,1.2,3.799,3.94,3.96,-0.01,0.52,0.31,0.6,0.9
3084,9.2,1.2136,3.802,3.87,3.89,-0.01,0.52,0.31,0.59,0.89
3085,9.2,1.2636,3.81,3.64,3.65,-0.03,0.49,0.29,0.56,0.84
3086,9.2,1.3136,3.817,3.42,3.43,-0.04,0.46,0.28,0.54,0.8
3087,9.2,1.3636,3.823,3.23,3.23,-0.05,0.44,0.26,0.52,0.76
3088,9.2,1.4136,3.828,3.03,3.03,-0.05,0.42,0.25,0.5,0.73
3089,9.2,1.4636,3.831,2.83,2.82,-0.05,0.41,0.25,0.48,0.71
3090,9.2,1.5136,3.832,2.64,2.63,-0.04,0.4,0.25,0.48,0.7
3091,9.2,1.5636,3.831,2.46,2.45,-0.04,0.4,0.25,0.48,0.71
3092,9.2,1.6136,3.825,2.29,2.28,-0.03,0.43,0.26,0.5,0.75
3093,9.2,1.6636,3.816,2.14,2.13,-0.01,0.46,0.28,0.54,0.8
3094,9.2,1.7286,3.8,1.94,1.95,0.03,0.52,0.3,0.59,0.89
3095,9.2,1.7396,3.811,1.78,1.78,0.01,0.47,0.28,0.55,0.82
3096,9.2,1.742,3.828,1.63,1.62,-0.01,0.41,0.25,0.49,0.72
3097,9.2,1.7425,3.842,1.51,1.48,-0.01,0.36,0.22,0.44,0.63
3098,9.2,1.7427,3.827,1.65,1.63,-0.01,0.41,0.25,0.49,0.73
3099,9.2,1.7435,3.802,1.58,1.59,0.04,0.5,0.3,0.58,0.88
3100,9.2,1.7471,3.775,1.65,1.7,0.12,0.61,0.35,0.67,1.04
3101,9.2,1.7498,3.753,1.8,1.89,0.23,0.71,0.39,0.75,1.18
3102,9.2,1.7514,3.736,1.97,2.11,0.33,0.78,0.43,0.82,1.3
3103,9.2,1.7533,3.716,2.14,2.34,0.47,0.87,0.47,0.9,1.45
3104,9.2,1.7538,3.712,2.16,2.38,0.51,0.89,0.48,0.91,1.48
3105,9.2,1.7548,3.704,2.12,2.37,0.57,0.92,0.5,0.94,1.54
3106,9.2,1.7563,3.697,1.96,2.24,0.62,0.96,0.51,0.97,1.6
3107,9.2,1.7575,3.694,1.8,2.09,0.65,0.97,0.52,0.99,1.62
3108,9.2,1.7585,3.691,1.65,1.96,0.68,0.99,0.53,1.0,1.65
3109,9.2,1.7595,3.688,1.49,1.82,0.7,1.0,0.54,1.01,1.67
3110,9.2,1.7605,3.685,1.33,1.67,0.74,1.02,0.54,1.02,1.7
3111,9.2,1.7615,3.682,1.17,1.52,0.77,1.03,0.55,1.04,1.72
3112,9.2,1.7625,3.678,1.01,1.38,0.8,1.05,0.56,1.05,1.75
3113,9.2,1.7635,3.675,0.85,1.24,0.84,1.07,0.57,1.07,1.78
3114,9.2,1.7645,3.671,0.68,1.09,0.88,1.09,0.58,1.09,1.82
3115,9.2,1.7653,3.667,0.53,0.96,0.91,1.11,0.59,1.11,1.85
3116,9.2,1.7663,3.663,0.34,0.8,0.96,1.13,0.6,1.13,1.88
3117,9.2,1.7671,3.66,0.18,0.67,1.0,1.14,0.61,1.14,1.92
3118,9.2,1.7679,3.656,0.04,0.55,1.04,1.17,0.62,1.16,1.96
3119,9.2,1.769,3.651,-0.13,0.41,1.09,1.19,0.63,1.19,2.0
3120,9.2,1.7696,3.65,-0.18,0.37,1.11,1.2,0.64,1.2,2.01
3121,9.2,1.7704,3.655,0.0,0.51,1.05,1.17,0.62,1.17,1.96
3122,9.2,1.7707,3.66,0.16,0.64,1.0,1.15,0.61,1.14,1.92
3123,9.2,1.7717,3.655,-0.02,0.5,1.05,1.17,0.62,1.17,1.96
3124,9.2,1.7731,3.65,-0.19,0.36,1.1,1.2,0.63,1.19,2.01
3125,9.2,1.7755,3.646,-0.36,0.22,1.15,1.22,0.65,1.22,2.05
3126,9.2,1.7769,3.642,-0.53,0.08,1.2,1.24,0.66,1.24,2.09
3127,9.2,1.7777,3.637,-0.71,-0.06,1.26,1.27,0.68,1.27,2.14
3128,9.2,1.7785,3.631,-0.89,-0.2,1.33,1.3,0.7,1.31,2.2
3129,9.2,1.7792,3.627,-1.06,-0.33,1.4,1.33,0.71,1.34,2.24
3130,9.2,1.7798,3.623,-1.23,-0.45,1.46,1.36,0.72,1.36,2.3
3131,9.2,1.7803,3.618,-1.38,-0.56,1.51,1.39,0.74,1.39,2.35
3132,9.2,1.7808,3.613,-1.54,-0.68,1.58,1.42,0.76,1.42,2.41
3133,9.2,1.7813,3.608,-1.72,-0.8,1.65,1.45,0.78,1.46,2.47
3134,9.2,1.7817,3.602,-1.88,-0.9,1.71,1.49,0.8,1.5,2.54
3135,9.2,1.7821,3.596,-2.07,-1.02,1.74,1.51,0.82,1.57,2.62
3136,9.2,1.7825,3.588,-2.27,-1.14,1.77,1.53,0.85,1.66,2.72
3137,9.2,1.7828,3.579,-2.44,-1.23,1.8,1.55,0.87,1.75,2.82
3138,9.2,1.7831,3.572,-2.63,-1.33,1.82,1.56,0.9,1.83,2.92
3139,9.2,1.7834,3.565,-2.84,-1.37,1.82,1.57,0.95,1.98,3.1
3140,9.2,1.7836,3.556,-2.99,-1.32,1.81,1.58,1.0,2.15,3.31
3141,9.2,1.7838,3.549,-3.15,-1.31,1.8,1.59,1.05,2.3,3.48
3142,9.2,1.7838,3.547,-3.2,-1.31,1.8,1.59,1.06,2.34,3.54
3143,9.2,1.7382,3.675,0.5,0.88,0.85,1.07,0.57,1.07,1.78
3144,9.2,1.7404,3.672,0.42,0.82,0.88,1.09,0.57,1.08,1.8
3145,9.2,1.7668,3.675,0.37,0.76,0.86,1.07,0.56,1.07,1.77
3146,9.2,1.7916,3.673,0.22,0.62,0.88,1.09,0.57,1.08,1.79
3147,9.2,1.8012,3.668,0.05,0.48,0.93,1.11,0.59,1.11,1.84
3148,9.2,1.8042,3.663,-0.1,0.36,0.98,1.14,0.6,1.13,1.89
3149,9.2,1.8057,3.658,-0.26,0.23,1.03,1.16,0.61,1.15,1.93
3150,9.2,1.8065,3.653,-0.42,0.1,1.09,1.19,0.62,1.17,1.98
3151,9.2,1.8066,3.648,-0.57,-0.01,1.15,1.22,0.64,1.21,2.03
3152,9.2,1.8067,3.643,-0.73,-0.13,1.21,1.24,0.66,1.23,2.08
3153,9.2,1.8068,3.637,-0.9,-0.25,1.27,1.27,0.68,1.27,2.14
3154,9.2,1.8068,3.631,-1.07,-0.38,1.36,1.31,0.7,1.31,2.2
3155,9.2,1.8069,3.626,-1.22,-0.48,1.42,1.34,0.71,1.34,2.26
3156,9.2,1.8069,3.626,-1.23,-0.49,1.42,1.34,0.71,1.34,2.26
3157,9.2,1.807,3.632,-1.05,-0.36,1.35,1.31,0.69,1.3,2.19
3158,9.2,1.8072,3.639,-0.88,-0.25,1.26,1.27,0.67,1.26,2.12
3159,9.2,1.8075,3.64,-0.83,-0.21,1.24,1.26,0.67,1.25,2.11
3160,9.2,1.8093,3.634,-0.99,-0.32,1.31,1.29,0.69,1.29,2.16
3161,9.2,1.8102,3.629,-1.14,-0.43,1.38,1.32,0.7,1.32,2.22
3162,9.2,1.8108,3.624,-1.3,-0.54,1.45,1.35,0.72,1.35,2.28
3163,9.2,1.8112,3.62,-1.47,-0.67,1.51,1.38,0.73,1.38,2.33
3164,9.2,1.8115,3.614,-1.63,-0.77,1.58,1.42,0.75,1.42,2.4
3165,9.2,1.8118,3.607,-1.8,-0.87,1.66,1.46,0.78,1.46,2.48
3166,9.2,1.812,3.601,-1.96,-0.98,1.72,1.49,0.8,1.51,2.55
3167,9.2,1.8121,3.596,-2.13,-1.09,1.74,1.51,0.82,1.56,2.61
3168,9.2,1.8122,3.591,-2.29,-1.2,1.76,1.52,0.83,1.62,2.67
3169,9.2,1.8124,3.585,-2.46,-1.31,1.79,1.54,0.86,1.69,2.76
3170,9.2,1.8124,3.582,-2.52,-1.34,1.8,1.54,0.87,1.72,2.79
3171,9.2,1.8125,3.573,-2.7,-1.42,1.82,1.56,0.9,1.82,2.9
3172,9.2,1.8126,3.564,-2.88,-1.4,1.82,1.57,0.95,1.99,3.12
3173,9.2,1.8127,3.554,-3.06,-1.34,1.81,1.58,1.02,2.2,3.37
3174,9.2,1.8128,3.546,-3.23,-1.32,1.8,1.59,1.07,2.35,3.56
3175,9.2,1.8129,3.54,-3.39,-1.25,1.75,1.59,1.12,2.5,3.8
3176,9.2,1.813,3.537,-3.46,-1.21,1.72,1.6,1.14,2.57,3.93
3177,9.2,1.8131,3.527,-3.61,-0.99,1.62,1.6,1.22,2.79,4.33
3178,9.2,1.8132,3.518,-3.77,-0.78,1.52,1.61,1.3,3.01,4.73
3179,9.2,1.8133,3.509,-3.92,-0.62,1.44,1.61,1.36,3.2,5.08
3180,9.2,1.8134,3.5,-4.07,-0.56,1.43,1.61,1.38,3.35,5.32
3181,9.2,1.8135,3.49,-4.23,-0.5,1.41,1.61,1.4,3.49,5.56
3182,9.2,1.8136,3.481,-4.38,-0.44,1.39,1.62,1.42,3.64,5.8
3183,9.2,1.8137,3.471,-4.53,-0.38,1.37,1.62,1.44,3.79,6.04
3184,9.2,1.8138,3.462,-4.68,-0.31,1.36,1.62,1.46,3.94,6.29
3185,9.2,1.8139,3.452,-4.84,-0.24,1.34,1.62,1.48,4.1,6.54
3186,9.2,1.814,3.442,-4.99,-0.17,1.32,1.62,1.51,4.26,6.8
3187,9.2,1.8141,3.43,-5.14,-0.05,1.3,1.63,1.53,4.44,7.1
3188,9.2,1.8141,3.424,-5.22,0.01,1.28,1.63,1.55,4.54,7.26
3225,9.1,0.6,3.585,7.79,8.87,1.15,1.38,0.88,1.73,2.66
3226,9.1,0.62,3.595,7.64,8.67,1.1,1.35,0.86,1.64,2.6
3227,9.1,0.645,3.607,7.45,8.41,1.04,1.32,0.82,1.54,2.51
3228,9.1,0.665,3.617,7.3,8.18,1.02,1.28,0.8,1.48,2.4
3229,9.1,0.685,3.626,7.15,7.94,0.99,1.24,0.78,1.42,2.3
3230,9.1,0.71,3.638,6.96,7.66,0.94,1.18,0.74,1.34,2.18
3231,9.1,0.735,3.649,6.78,7.4,0.88,1.13,0.7,1.27,2.07
3232,9.1,0.76,3.659,6.61,7.14,0.82,1.09,0.66,1.21,1.96
3233,9.1,0.785,3.67,6.43,6.89,0.75,1.04,0.62,1.14,1.86
3234,9.1,0.81,3.681,6.26,6.65,0.68,0.99,0.58,1.08,1.75
3235,9.1,0.835,3.691,6.1,6.43,0.62,0.95,0.55,1.02,1.66
3236,9.1,0.86,3.702,5.94,6.21,0.55,0.91,0.52,0.97,1.57
3237,9.1,0.885,3.712,5.77,6.0,0.48,0.87,0.49,0.92,1.49
3238,9.1,0.91,3.721,5.62,5.81,0.42,0.83,0.47,0.88,1.41
3239,9.1,0.94,3.731,5.45,5.6,0.35,0.8,0.44,0.84,1.34
3240,9.1,0.97,3.741,5.27,5.4,0.29,0.76,0.42,0.8,1.28
3241,9.1,1.0,3.75,5.1,5.2,0.22,0.72,0.4,0.76,1.21
3242,9.1,1.03,3.758,4.93,5.02,0.17,0.69,0.38,0.74,1.16
3243,9.1,1.06,3.766,4.76,4.84,0.13,0.66,0.37,0.71,1.11
3244,9.1,1.09,3.774,4.59,4.65,0.09,0.63,0.36,0.68,1.06
3245,9.1,1.12,3.782,4.41,4.46,0.06,0.59,0.34,0.66,1.01
3246,9.1,1.15,3.788,4.25,4.28,0.03,0.57,0.33,0.63,0.97
3247,9.1,1.18,3.795,4.09,4.11,0.0,0.54,0.32,0.61,0.93
3248,9.1,1.21,3.801,3.94,3.95,-0.01,0.52,0.31,0.59,0.89
3249,9.1,1.2427,3.807,3.78,3.79,-0.03,0.5,0.3,0.57,0.86
3250,9.1,1.2827,3.814,3.6,3.61,-0.04,0.47,0.28,0.55,0.82
3251,9.1,1.3227,3.82,3.44,3.44,-0.05,0.45,0.27,0.52,0.78
3252,9.1,1.3627,3.826,3.29,3.28,-0.05,0.43,0.26,0.5,0.74
3253,9.1,1.4027,3.832,3.13,3.13,-0.06,0.41,0.25,0.48,0.71
3254,9.1,1.4427,3.837,2.98,2.97,-0.05,0.39,0.24,0.47,0.68
3255,9.1,1.4827,3.841,2.82,2.81,-0.05,0.38,0.23,0.45,0.66
3256,9.1,1.5327,3.845,2.64,2.62,-0.05,0.36,0.22,0.43,0.63
3257,9.1,1.5827,3.848,2.46,2.44,-0.04,0.35,0.21,0.42,0.61
3258,9.1,1.6327,3.848,2.29,2.27,-0.04,0.35,0.21,0.42,0.61
3259,9.1,1.6827,3.847,2.13,2.11,-0.03,0.35,0.22,0.42,0.62
3260,9.1,1.7327,3.842,1.98,1.95,-0.03,0.37,0.23,0.44,0.64
3261,9.1,1.7927,3.83,1.8,1.78,-0.02,0.4,0.25,0.48,0.71
3262,9.1,1.8527,3.815,1.63,1.63,0.01,0.46,0.28,0.54,0.8
3263,9.1,1.8728,3.811,1.56,1.55,0.01,0.47,0.28,0.55,0.82
3264,9.1,1.8828,3.828,1.4,1.38,0.0,0.41,0.25,0.49,0.72
3265,9.1,1.8852,3.853,1.24,1.19,0.03,0.32,0.2,0.38,0.56
3266,9.1,1.8855,3.865,1.16,1.1,0.06,0.28,0.17,0.32,0.48
3267,9.1,1.8857,3.847,1.3,1.26,0.0,0.34,0.21,0.41,0.6
3268,9.1,1.8862,3.824,1.24,1.23,0.01,0.42,0.26,0.5,0.74
3269,9.1,1.8866,3.814,1.23,1.22,0.02,0.46,0.28,0.54,0.8
3270,9.1,1.8884,3.793,1.26,1.27,0.06,0.54,0.32,0.61,0.93
3271,9.1,1.8912,3.768,1.37,1.42,0.16,0.64,0.37,0.7,1.09
3272,9.1,1.8931,3.748,1.54,1.64,0.26,0.73,0.41,0.77,1.22
3273,9.1,1.8943,3.731,1.72,1.86,0.37,0.8,0.44,0.84,1.34
3274,9.1,1.896,3.711,1.86,2.07,0.51,0.89,0.48,0.91,1.49
3275,9.1,1.8974,3.7,1.76,2.02,0.6,0.94,0.51,0.95,1.57
3276,9.1,1.8986,3.696,1.6,1.88,0.64,0.97,0.52,0.98,1.61
3277,9.1,1.8996,3.693,1.44,1.74,0.67,0.98,0.52,0.99,1.63
3278,9.1,1.9006,3.689,1.27,1.59,0.7,1.0,0.53,1.0,1.66
3279,9.1,1.9016,3.686,1.1,1.43,0.74,1.02,0.54,1.02,1.69
3280,9.1,1.9026,3.682,0.92,1.27,0.77,1.03,0.55,1.04,1.72
3281,9.1,1.9036,3.678,0.75,1.12,0.81,1.05,0.56,1.05,1.75
3282,9.1,1.9046,3.674,0.57,0.96,0.86,1.08,0.57,1.08,1.79
3283,9.1,1.9054,3.67,0.41,0.83,0.89,1.09,0.58,1.09,1.82
3284,9.1,1.9062,3.667,0.25,0.69,0.93,1.11,0.59,1.11,1.85
3285,9.1,1.907,3.663,0.09,0.55,0.97,1.13,0.6,1.13,1.89
3286,9.1,1.9078,3.658,-0.08,0.41,1.02,1.16,0.61,1.15,1.93
3287,9.1,1.9086,3.653,-0.26,0.26,1.08,1.18,0.63,1.17,1.98
3288,9.1,1.9094,3.649,-0.42,0.13,1.13,1.21,0.64,1.2,2.02
3289,9.1,1.9114,3.654,-0.25,0.27,1.07,1.18,0.62,1.17,1.97
3290,9.1,1.9115,3.66,-0.09,0.4,1.01,1.15,0.61,1.14,1.92
3291,9.1,1.9135,3.655,-0.23,0.28,1.06,1.17,0.62,1.17,1.96
3292,9.1,1.9149,3.651,-0.39,0.15,1.11,1.2,0.63,1.19,2.0
3293,9.1,1.9167,3.646,-0.57,0.01,1.16,1.22,0.65,1.22,2.05
3294,9.1,1.9175,3.642,-0.73,-0.12,1.21,1.25,0.66,1.24,2.09
3295,9.1,1.9183,3.637,-0.9,-0.25,1.27,1.27,0.68,1.27,2.14
3296,9.1,1.9191,3.632,-1.06,-0.37,1.34,1.3,0.69,1.3,2.19
3297,9.1,1.9199,3.627,-1.24,-0.51,1.4,1.33,0.71,1.33,2.24
3298,9.1,1.9207,3.622,-1.43,-0.64,1.47,1.37,0.73,1.37,2.3
3299,9.1,1.9213,3.617,-1.59,-0.75,1.54,1.4,0.74,1.4,2.36
3300,9.1,1.9219,3.612,-1.77,-0.88,1.61,1.43,0.76,1.43,2.42
3301,9.1,1.9224,3.606,-1.93,-0.99,1.67,1.47,0.78,1.47,2.49
3302,9.1,1.9229,3.6,-2.11,-1.1,1.73,1.5,0.81,1.53,2.57
3303,9.1,1.9233,3.594,-2.26,-1.2,1.75,1.51,0.83,1.59,2.64
3304,9.1,1.9237,3.586,-2.44,-1.29,1.78,1.54,0.85,1.68,2.74
3305,9.1,1.9241,3.579,-2.63,-1.42,1.81,1.55,0.87,1.75,2.82
3306,9.1,1.9242,3.578,-2.65,-1.43,1.81,1.55,0.88,1.75,2.83
3307,9.1,1.9242,3.68,0.5,0.86,0.81,1.05,0.55,1.05,1.74
3308,9.1,1.9592,3.679,0.31,0.68,0.82,1.06,0.56,1.05,1.74
3309,9.1,1.9842,3.676,0.13,0.51,0.85,1.07,0.56,1.06,1.77
3310,9.1,1.9942,3.67,-0.06,0.36,0.91,1.1,0.58,1.09,1.82
3311,9.1,2.0042,3.663,-0.28,0.17,0.98,1.14,0.6,1.13,1.88
3312,9.1,2.0092,3.658,-0.49,0.01,1.05,1.17,0.61,1.15,1.94
3313,9.1,2.0101,3.631,-1.27,-0.57,1.36,1.31,0.7,1.31,2.2
3314,9.1,2.0104,3.638,-1.07,-0.43,1.27,1.27,0.67,1.26,2.13
3315,9.1,2.0152,3.633,-1.22,-0.54,1.34,1.3,0.69,1.3,2.18
3316,9.1,2.0164,3.628,-1.39,-0.66,1.41,1.33,0.71,1.33,2.23
3317,9.1,2.0172,3.623,-1.55,-0.78,1.47,1.37,0.72,1.36,2.3
3318,9.1,2.0178,3.617,-1.72,-0.89,1.54,1.4,0.74,1.39,2.36
3319,9.1,2.0183,3.611,-1.89,-1.0,1.62,1.44,0.76,1.44,2.43
3320,9.1,2.0187,3.605,-2.06,-1.11,1.69,1.47,0.79,1.48,2.51
3321,9.1,2.019,3.6,-2.22,-1.22,1.73,1.5,0.81,1.53,2.57
3322,9.1,2.0193,3.593,-2.45,-1.37,1.76,1.52,0.83,1.61,2.66
3323,9.1,2.0195,3.586,-2.62,-1.47,1.79,1.54,0.85,1.68,2.74
3324,9.1,2.0197,3.576,-2.82,-1.58,1.82,1.56,0.88,1.78,2.85
3325,9.1,2.0199,3.566,-3.03,-1.59,1.82,1.57,0.94,1.96,3.07
3326,9.1,2.0201,3.557,-3.21,-1.54,1.81,1.58,1.0,2.15,3.31
3327,9.1,2.0203,3.548,-3.38,-1.52,1.8,1.59,1.05,2.32,3.51
3328,9.1,2.0205,3.541,-3.55,-1.49,1.77,1.59,1.1,2.46,3.72
3329,9.1,2.0207,3.531,-3.73,-1.25,1.66,1.6,1.19,2.7,4.18
3330,9.1,2.021,3.521,-3.94,-1.06,1.54,1.61,1.28,2.95,4.62
