source_id,ra,dec,pmra,pmra_error,pmdec,pmdec_error,bp_rp,phot_g_mean_mag,parallax,parallax_error,radial_velocity,radial_velocity_error,l,b,ruwe,phot_g_n_obs,phot_bp_n_obs,phot_rp_n_obs,labels,prob,rs
2941939386720882944,93.8536877085609,-18.643734887117432,-0.5255076753654643,0.047490407,2.009930497781593,0.061128657,0.66488075,16.843784,0.25502463049838625,0.056941636,,,225.9798970811683,-16.127350283049953,1.0222837,457,47,44,0,1.0,0.07507401924054134
2941939421080622976,93.83419271983294,-18.632796968707524,-0.5750414410450077,0.01127515,1.9494841401028464,0.014110831,1.1668634,13.594137,0.1665888317541309,0.013182531,93.028145,1.9473559,225.9617211568057,-16.139841056019282,1.0118272,453,51,48,0,1.0,0.00506624555988744
2941939421080902400,93.83509530865551,-18.648503260921327,-0.6386287464570803,0.046315894,1.9113089642600907,0.055712108,0.6797514,16.36485,0.15227802614324223,0.04872849,,,225.97704219903903,-16.14539350939584,1.11025,415,45,43,0,1.0,0.07598197698253163
2941939489800092544,93.86066683634634,-18.63498985759166,-0.6083773563263757,0.027928956,1.9648174179594196,0.035622336,0.560091,15.5361185,0.2236777048618484,0.03201891,,,225.97434476844577,-16.1177712814794,1.1628435,416,44,43,0,1.0,0.03392514376590809
2941939524159818496,93.88724968350644,-18.62334176893488,-0.5659267067332282,0.062935844,1.9657083274689504,0.07323328,0.7658291,17.06604,0.17858836844145315,0.06830185,,,225.97383178836387,-16.090022869630637,1.0465584,405,42,44,0,1.0,0.015163569138601871
2941939627239031296,93.91045752589622,-18.63470028157764,-0.571171945923015,0.020613732,1.960944578747023,0.024542263,0.6598749,14.843504,0.2497736824730026,0.02303971,,,225.99388493800535,-16.074486147103663,1.0403466,402,42,43,0,1.0,0.008144215371643075
2941939627239032192,93.91105222616814,-18.638253038668065,-0.6144205345810576,0.050868787,1.9750085159330575,0.065326504,0.6591778,16.860624,0.1666216319659517,0.06218867,,,225.99750442191896,-16.075404518521342,1.0636895,417,45,46,0,1.0,0.04351011449893425
2941939661598763264,93.92375445562196,-18.615532575265064,-0.5227156776053322,0.03379476,1.9643834008635688,0.04141966,0.5605869,15.960386,0.18959472206041358,0.03884247,,,225.98092915827044,-16.055220213925708,1.0181955,423,45,44,0,1.0,0.054279517918149514
2941939799037708928,93.94446985763169,-18.59486007946396,-0.5526833603847383,0.0779603,1.9225971311371126,0.09001595,0.8140011,17.599398,0.249355479805106,0.08880722,,,225.96950039401295,-16.02891133646102,0.99449867,421,46,46,0,1.0,0.03951529098281331
2941939730318242560,93.90976266435895,-18.613255748551413,-0.5989957517091119,0.013191835,1.9164674682851952,0.016622966,1.09478,13.930579,0.21064979481914667,0.014886798,91.127686,4.126428,225.97319070754583,-16.06643215251768,0.9981964,434,47,45,0,1.0,0.044355656300023735
2941939799037709696,93.94519136442543,-18.599634175349156,-0.6362088874188312,0.071537524,1.9808474703774945,0.085433275,0.80119896,17.557796,0.19440138203274807,0.0859329,,,225.97433180800644,-16.030213994514774,0.96256644,429,45,46,0,1.0,0.06567332855892968
2941939833397451264,93.93139404769249,-18.604278059779375,-0.5708994217755441,0.036659315,1.9499676517186093,0.043027807,0.57731724,16.140041,0.16003607830863942,0.040437642,,,225.97325734033473,-16.044052145514797,0.94619346,398,42,41,0,1.0,0.0068441420998398995
2941939936476671488,93.90400247348165,-18.602539593717022,-0.5276147410443649,0.010779821,1.9468782685230663,0.014064895,1.1821947,13.514035,0.19648656972191453,0.012569458,92.84439,1.6378527,225.96069464631438,-16.06710019466052,0.9670438,452,51,48,0,1.0,0.04904945704742962
2941940039555883776,93.90958494765307,-18.598807893969813,-0.5878401390019806,0.023573205,1.9992152967467733,0.029808836,0.56682396,15.426559,0.2600285871667214,0.0275636,,,225.95936492049606,-16.060753059743128,0.9985622,451,51,48,0,1.0,0.04629137010960811
2941940073915616768,93.92630579313071,-18.584800138941556,-0.582694910640613,0.030181192,1.964315988233096,0.035939094,0.5651617,15.967778,0.22403668097498494,0.03470296,,,225.95268989228057,-16.040597802796135,0.92477727,459,52,48,0,1.0,0.011885356337348964
2941940138337017216,93.91152391091617,-18.57014640287484,-0.5371794007683431,0.06108631,1.9639353817263183,0.077452466,0.737545,17.298689,0.2178928087288826,0.07311044,,,225.932852698804,-16.04749724494147,1.0193313,438,46,47,0,1.0,0.04003928378024604
2941940142635093760,93.91495863235299,-18.577064065803,-0.6062396839490869,0.033108946,1.9555753514179994,0.041982025,0.58747196,16.162376,0.19939069370871532,0.03897143,,,225.94080593523006,-16.047312755464542,1.0027026,459,45,45,0,1.0,0.03018362847146012
2941940211354599680,93.83573281399636,-18.620112190275222,-0.5129899772000102,0.052634288,1.91823214782757,0.06537236,0.688015,17.038017,0.18941205212037188,0.062886335,,,225.9502511540812,-16.13338854498023,0.99154717,464,50,45,0,1.0,0.07274105367621023
2941940280074076800,93.8238195318634,-18.61130752560799,-0.593904417224592,0.026793452,1.9415764307993884,0.034463547,0.60050774,15.546134,0.20579284988739846,0.033172987,,,225.93712280349055,-16.14016689300087,1.0586928,425,47,43,0,1.0,0.021985548419942037
2941940378855119360,93.8350496410673,-18.611979532362593,-0.5574797552192721,0.0247512,1.8850415412792183,0.03055629,0.573349,15.508459,0.18557226961647147,0.02958276,,,225.94223282452631,-16.13069981737947,0.96980673,427,46,48,0,1.0,0.07185040519104002
2941940417513021696,93.83926386523859,-18.59758568850462,-0.5408369021347373,0.010063184,1.9806763591430312,0.012728434,1.3151426,12.252688,0.24857134672587272,0.011531437,91.51137,0.39012632,225.9302009565373,-16.121237424555446,1.0243269,427,46,45,0,1.0,0.043932393137597205
2941940451872778496,93.79981584438383,-18.6153733768382,-0.5599073058632051,0.02363016,1.92989522935132,0.029602353,0.6250973,15.340745,0.20469669410610564,0.027947672,,,225.93144276167786,-16.162622255960848,1.0612086,449,47,48,0,1.0,0.029395222320719772
2941940481934345088,93.8186926562383,-18.60370310588624,-0.5210955175716749,0.060324483,1.9980049278210885,0.0756571,0.74536896,17.272541,0.2796784546762153,0.07460251,,,225.92783847087475,-16.141544871067456,1.0447938,447,50,49,0,1.0,0.07014702751074042
2941940486232509824,93.81294400166564,-18.608377308974678,-0.6327195710587197,0.019081462,1.9695239154341628,0.023857871,0.63045216,14.967083,0.2179679647676153,0.022782404,,,225.93000282518665,-16.14841573982837,1.0510212,456,47,46,0,1.0,0.0586154517514464
2941940486232510976,93.80863780459481,-18.60741336370726,-0.5807599764935238,0.026149506,1.9283568772871136,0.03295132,0.55800533,15.691524,0.174972305703223,0.03159077,,,225.92737059233636,-16.151761168195147,0.9640238,459,50,49,0,1.0,0.026503436245263228
2941940520592256128,93.78330254038185,-18.60464013864151,-0.5682180233482765,0.027337406,2.0024374519463706,0.035196066,0.5641327,15.743681,0.20646318298183486,0.034158938,,,225.91464486246457,-16.172613698252746,1.0442041,446,48,48,0,1.0,0.04863333152278978
2941940554951986176,93.8026214479201,-18.598989006939647,-0.569326602810335,0.023755431,1.992134390541552,0.02983325,0.60632896,15.438793,0.20307593469847576,0.028321363,,,225.9169505622454,-16.153580189087513,1.0298595,437,49,48,0,1.0,0.038290802567795115
2941940589311717376,93.82691314335456,-18.597501118778972,-0.587963460505073,0.024373397,1.9707154530169346,0.029622326,1.0187292,15.467973,0.1800709274652806,0.02863811,,,225.9252033909389,-16.13191375209794,1.0070335,434,48,48,0,1.0,0.020150981803336014
2941940623671448192,93.82909314366401,-18.58148016119661,-0.5932634974787108,0.04659207,1.9038912570848625,0.056577496,0.6744404,16.791676,0.1642457060831359,0.057707272,,,225.9108122612243,-16.123558129563353,1.0172187,447,46,46,0,1.0,0.05339364044402402
2941940623671450240,93.82993076319688,-18.586921261734037,-0.5253819955875,0.02995761,1.915484120914657,0.03686355,0.5679331,15.93746,0.2682734289644665,0.036549993,,,225.91632798862375,-16.125027551839437,1.0078559,457,52,52,0,1.0,0.06393618035106936
2941940658031193600,93.81618654753619,-18.587679770392217,-0.5349211504290797,0.032802343,1.9490546676212452,0.038934845,0.65957737,15.958695,0.1167585462389551,0.03718316,,,225.9115780635699,-16.13725317393386,1.0121498,416,43,43,0,1.0,0.04150741873353852
2941940692390925184,93.8251106114481,-18.578566282916494,-0.6006759964287147,0.025811484,1.8858259563031492,0.031943977,0.5926819,15.63877,0.18903338946569254,0.030977532,,,225.9064511705213,-16.125836047580226,1.0244706,448,44,45,0,1.0,0.07289337729202539
2941940726750659584,93.8607921163079,-18.595351858606513,-0.530267092768322,0.03291445,1.972293846557565,0.041199252,0.6105232,16.145937,0.2850656623179716,0.040648207,,,225.9366450030158,-16.101667183690886,0.9974367,441,46,41,0,1.0,0.049165170810144695
