  ID     REF  V        B-V
   1671    88  19.097   1.075
   1672    88  18.410   0.934
   1673    88  19.354   1.336
   1674    88  18.794   0.861
   1675    88  18.716   1.099
   1676    88  19.727   1.081
   1677    88  20.136   1.345
   1678    88  18.802   1.002
   1679    88  19.921   1.300
   1680    88  18.974   1.183
   1681    88  21.454   1.368
   1682    88  20.913   1.544
   1683    88  21.019   2.921
   1684    88  20.349   0.942
   1685    88  19.190   1.026
   1686    88  18.932   0.604
   1687    88  19.370   0.910
   1688    88  17.698   0.970
   1689    88  19.764   0.804
   1690    88  18.368   1.035
   1691    88  19.372   1.214
   1692    88  19.458   0.783
   1693    88  19.748   1.019
   1694    88  20.664   1.978
   1695    88  20.208   1.202
   1696    88  21.133   1.415
   1697    88  19.833   1.019
   1698    88  21.315   2.170
   1699    88  17.106   0.968
   1700    88  18.782   1.020
   1701    88  19.490   0.822
   1702    88  16.800   0.958
   1703    88  19.399   1.196
   1704    88  19.348   1.196
   1705    88  20.455   1.539
   1706    88  20.288   1.000
   1707    88  20.931   2.339
   1708    88  19.974   1.977
   1709    88  18.117   1.137
   1710    88  16.667   0.898
   1711    88  19.530   0.938
   1712    88  19.616   0.803
   1713    88  19.545   1.309
   1714    88  18.480   0.987
   1715    88  18.112   0.793
   1716    88  20.397   1.143
   1717    88  17.918   1.036
   1718    88  20.933   0.990
   1719    88  18.341   0.856
   1720    88  20.541   1.014
   1721    88  20.175   1.457
   1722    88  19.438   0.969
   1723    88  18.157   0.823
   1724    88  20.170   1.383
   1725    88  20.527   2.129
   1726    88  15.217   0.803
   1727    88  19.001   0.978
   1728    88  19.855   0.920
   1729    88  19.431   1.062
   1730    88  19.296   1.298
   1731    88  17.751   0.927
   1732    88  19.437   1.026
   1733    88  20.257   0.998
   1734    88  18.816   0.857
   1735    88  17.370   0.909
   1736    88  20.519   0.720
   1737    88  19.621   0.953
   1738    88  18.930   0.762
   1739    88  17.858   1.493
   1740    88  21.228   1.109
   1741    88  19.821   1.581
   1742    88  17.586   1.030
   1743    88  17.826   1.012
   1744    88  20.775   0.893
   1745    88  20.605   1.728
   1746    88  18.311   1.034
   1747    88  18.967   1.101
   1748    88  17.786   0.960
   1749    88  13.902   0.844
   1750    88  11.613   0.400
   1751    88  15.987   1.014
   1752    88  14.853   0.920
   1753    88  17.692   0.959
   1754    88  21.009   1.305
   1755    88  19.033   0.730
   1756    88  14.600   0.609
   1757    88  17.441   1.049
   1758    88  19.406   0.901
   1759    88  20.525   1.527
   1760    88  19.808   1.036
   1761    88  18.908   0.806
   1762    88  16.696   0.821
   1763    88  20.532   1.212
   1764    88  20.601   1.927
   1765    88  21.243   2.127
   1766    88  19.726   1.047
   1767    88  19.322   1.119
   1768    88  18.835   0.950
   1769    88  18.619   1.068
   1770    88  18.944   0.956
   1771    88  16.324   1.009
   1772    88  15.659   0.828
   1773    88  18.866   1.006
   1774    88  18.998   1.173
   1775    88  18.231   1.798
   1776    88  19.313   0.875
   1777    88  21.180   1.673
   1778    88  18.848   0.846
   1779    88  17.964   0.960
   1780    88  18.382   1.034
   1781    88  15.729   1.239
   1782    88  16.675   1.129
   1783    88  19.292   0.894
   1784    88  16.857   0.872
   1785    88  17.084   1.011
   1786    88  19.608   0.865
   1787    88  18.431   1.015
   1788    88  21.059   1.942
   1789    88  19.485   1.410
   1790    88  16.398   1.216
   1791    88  18.571   1.220
   1792    88  20.456   1.360
   1793    88  15.398   0.970
   1794    88  17.464   0.910
   1795    88  16.054   1.295
   1796    88  19.770   1.363
   1797    88  19.774   0.677
   1798    88  18.946   0.769
   1799    88  18.956   1.177
   1800    88  16.874   1.095
   1801    88  18.000   0.684
   1802    88  19.834   1.381
   1803    88  19.133   1.509
   1804    88  19.311   0.997
   1805    96  21.420   1.150
   1806    96  19.970   0.900
   1807    96  19.630   1.140
   1808    96  19.450   0.780
   1809    96  17.450   0.790
   1810    96  20.310   1.470
   1811    96  19.940   1.200
   1812    96  19.920   0.840
   1813    96  20.090   0.970
   1814    96  20.340   1.230
   1815    96  19.650   0.900
   1816    96  19.980   0.920
   1817    96  19.770   0.920
   1818    96  20.050   0.840
   1819    96  19.530   0.890
   1820    96  18.580   0.870
   1821    96  19.610   0.840
   1822    96  20.000   0.890
   1823    96  22.730   0.770
   1824    96  21.580   1.160
   1825    96  21.870   1.570
   1826    96  22.000   1.510
   1827    96  19.480   1.270
   1828    96  20.830   0.950
   1829    96  21.050   1.610
   1830    96  21.290   0.850
   1831    96  20.140   0.850
   1832    96  19.420   0.820
   1833    96  22.860   1.050
   1834    96  19.690   0.950
   1835    96  20.360   1.000
   1836    96  21.660   2.270
   1837    96  20.650   0.980
   1838    96  19.820   1.390
   1839    96  20.680   0.990
   1840    96  19.140   0.800
   1841    96  20.630   0.980
   1842    96  21.810   0.960
   1843    96  21.290   1.020
   1844    96  20.620   0.940
   1845    96  19.520   0.780
   1846    96  21.410   1.090
   1847    96  18.800   1.360
   1848    96  20.740   1.030
   1849    96  21.740   0.930
   1850    96  20.370   1.080
   1851    96  21.640   0.830
   1852    96  21.530   1.230
   1853    96  20.080   0.930
   1854    96  20.130   0.980
   1855    96  21.370   1.730
   1856    96  20.550   1.260
   1857    96  20.830   0.860
   1858    96  20.910   1.060
   1859    96  19.880   0.820
   1860    96  20.320   0.980
   1861    96  19.250   0.810
   1862    96  21.420   1.170
   1863    96  20.700   0.990
   1864    96  21.510   1.360
   1865    96  20.870   0.940
   1866    96  21.790   1.130
   1867    96  20.470   1.290
   1868    96  20.980   1.150
   1869    96  20.470   0.940
   1870    96  21.280   1.130
   1871    96  19.490   1.110
   1872    96  20.700   0.780
   1873    96  19.230   0.910
   1874    96  19.390   1.710
   1875    96  19.710   0.850
   1876    96  19.550   0.910
   1877    96  20.040   0.830
   1878    96  20.530   0.830
   1879    96  19.660   0.780
   1880    96  19.840   0.820
   1881    96  19.460   1.110
   1882    96  19.790   0.820
   1883    96  19.360   1.240
   1884    96  22.040   1.250
   1885    96  20.190   0.930
   1886    96  21.050   1.180
   1887    96  20.470   1.120
   1888    96  20.730   0.990
   1889    96  20.030   1.070
   1890    96  20.800   1.050
   1891    96  20.450   1.130
   1892    96  22.110   1.540
   1893    96  20.360   1.040
   1894    96  21.950   1.560
   1895    96  19.880   0.930
   1896    96  19.740   0.860
   1897    96  19.820   0.770
   1898    96  20.210   0.910
   1899    96  20.650   0.860
   1900    96  20.410   1.050
   1901    96  20.920   1.200
   1902    96  20.350   1.140
   1903    96  19.810   0.930
   1904    96  17.360   1.600
   1905    96  17.100   1.440
   1906    96  19.420   0.900
   1907    96  19.320   0.780
   1908    96  20.850   1.140
   1909    96  19.470   0.770
   1910    96  18.970   0.820
   1911    96  20.290   0.960
   1912    96  21.360   1.090
   1913    96  21.210   1.020
   1914    96  20.410   1.070
   1915    96  20.360   0.980
   1916    96  20.250   0.900
   1917    96  20.190   0.910
   1918    96  20.420   1.030
   1919    96  19.630   0.820
   1920    96  19.520   0.830
   1921    96  20.300   0.900
   1922    96  19.820   0.810
   1923    96  19.980   0.940
   1924    96  20.410   0.940
   1925    96  20.610   1.080
   1926    96  20.970   1.100
   1927    96  20.130   0.880
   1928    96  19.770   0.770
   1929    96  20.220   0.940
   1930    96  19.780   0.930
   1931    96  20.090   0.910
   1932    96  20.040   0.940
   1933    96  19.940   1.010
   1934    96  19.940   0.880
   1935    96  20.750   0.940
   1936    96  19.860   0.830
   1937    96  21.290   1.180
   1938    96  20.060   0.940
   1939    96  19.050   0.810
   1940    96  21.950   2.280
   1941    96  20.780   0.940
   1942    96  20.340   1.300
   1943    96  20.930   0.910
   1944    96  19.250   0.840
   1945    96  19.690   0.810
   1946    96  20.340   0.930
   1947    96  20.230   0.920
   1948    96  21.780   1.430
   1949    96  19.880   0.900
   1950    96  19.900   0.890
   1951    96  19.580   0.900
   1952    96  20.840   0.940
   1953    96  20.330   0.980
   1954    96  19.830   0.910
   1955    96  21.990   1.810
   1956    96  20.740   1.060
   1957    96  19.880   0.850
   1958    96  20.130   0.940
   1959    96  19.580   0.910
   1960    96  20.820   1.060
   1961    96  21.340   1.050
   1962    96  20.830   0.950
   1963    96  19.680   0.790
   1964    96  20.820   1.680
   1965    96  19.340   0.790
   1966    96  20.510   0.960
   1967    96  20.990   1.020
   1968    96  20.360   0.910
   1969    96  21.560   1.240
   1970    96  21.720   1.430
   1971    96  20.190   0.930
   1972    96  19.750   0.910
   1973    96  20.180   0.850
   1974    96  18.550   0.840
   1975    96  18.540   1.260
   1976    96  20.930   1.210
   1977    96  19.600   1.400
   1978    96  21.500   1.020
   1979    96  20.340   0.930
   1980    96  21.120   1.290
   1981    96  20.980   1.030
   1982    96  20.340   0.890
   1983    96  21.260   1.250
   1984    96  19.730   0.870
   1985    96  21.530   1.200
   1986    96  19.610   0.970
   1987    96  20.480   0.820
   1988    96  20.090   1.150
   1989    96  20.330   1.180
   1990    96  19.280   0.670
   1991    96  21.160   1.330
   1992    96  20.470   1.220
   1993    96  20.290   0.920
   1994    96  21.650   1.200
   1995    96  19.560   0.770
   1996    96  19.870   1.050
   1997    96  21.880   0.770
   1998    96  20.460   1.780
   1999    96  21.790   1.140
   2000    96  20.280   1.240
   2001    96  20.450   0.860
   2002    96  21.120   1.160
   2003    96  20.400   0.810
   2004    96  21.800   1.440
   2005    96  20.270   0.870
   2006    96  21.040   1.010
   2007    96  21.620   1.480
   2008    96  20.830   0.840
   2009    96  19.820   1.350
   2010    96  20.290   0.880
   2011    96  21.180   1.150
   2012    96  20.760   1.000
   2013    96  20.300   0.830
   2014    96  20.390   0.970
   2015    96  21.010   0.920
   2016    96  20.260   1.040
   2017    96  19.400   0.830
   2018    96  20.510   0.830
   2019    96  20.320   0.820
   2020    96  18.660   0.790
   2021    96  19.990   1.050
   2022    96  20.180   1.030
   2023    96  19.310   0.800
   2024    96  19.170   0.880
   2025    96  18.470   1.290
   2026    96  19.260   0.860
   2027    96  18.310   1.230
   2028    96  20.330   0.970
   2029    96  19.600   0.850
   2030    96  21.830   1.440
   2031    96  19.730   0.940
   2032    96  19.740   0.780
   2033    96  18.960   0.790
   2034    96  19.650   0.770
   2035    96  19.280   0.770
   2036    96  18.320   1.290
   2037    96  19.910   1.040
   2038    96  19.870   1.020
   2039    96  20.440   1.220
   2040    96  19.500   0.780
   2041    96  17.890   1.310
   2042    96  19.160   0.950
   2043    96  18.640   0.970
   2044    96  20.200   0.990
   2045    96  19.950   1.100
   2046    96  19.550   0.960
   2047    96  19.010   0.840
   2048    96  19.210   0.840
   2049    96  18.750   0.840
   2050    96  20.180   0.750
   2051    96  19.490   0.860
   2052    96  21.670   1.380
   2053    96  19.310   0.980
   2054    96  20.700   1.700
   2055    96  20.390   1.190
   2056    96  20.620   1.070
   2057    96  18.550   1.240
   2058    96  19.400   0.850
   2059    96  19.890   0.870
   2060    96  20.180   1.150
   2061    96  20.050   0.980
   2062    96  21.040   1.840
   2063    96  21.560   1.000
   2064    96  20.860   0.990
   2065    96  19.410   1.420
   2066    96  19.330   0.810
   2067    96  18.490   0.870
   2068    96  18.190   0.910
   2069    96  19.110   1.230
   2070    96  19.290   0.770
   2071    96  19.670   1.100
   2072    96  19.240   0.720
   2073    96  20.520   0.980
   2074    96  20.170   0.930
   2075    96  20.360   0.970
   2076    96  19.940   0.860
   2077    96  20.840   0.950
   2078    96  20.120   1.050
   2079    96  18.960   0.940
   2080    96  18.270   0.870
   2081    96  20.550   1.670
   2082    96  21.120   1.010
   2083    96  20.710   0.760
   2084    96  21.380   1.710
   2085    96  18.900   0.890
   2086    96  19.180   0.770
   2087    96  21.340   1.090
   2088    96  18.640   0.800
   2089    96  19.880   0.950
   2090    96  20.970   1.140
   2091    96  19.590   0.820
   2092    96  20.450   0.970
   2093    96  19.210   0.940
   2094    96  21.230   0.940
   2095    96  19.180   0.550
   2096    96  19.140   0.820
   2097    96  20.880   1.280
   2098    96  20.530   0.900
   2099    96  20.410   0.950
   2100    96  19.800   0.850
   2101    96  18.730   0.820
   2102    96  21.900   1.560
   2103    96  19.130   0.950
   2104    96  16.880   1.300
   2105    96  20.460   1.360
   2106    96  20.980   1.250
   2107    96  19.780   0.900
   2108    96  19.120   0.800
   2109    96  19.330   0.860
   2110    96  19.570   0.910
   2111    96  22.520   1.630
   2112    96  20.450   1.180
   2113    96  19.970   0.950
   2114    96  19.410   0.950
