B-V,V,mainseq
1.2624846,13.068779,true
1.2354397,13.702799,true
0.54994839,8.3910965,false
1.596056,15.680007,true
1.1405564,12.610597,true
1.5770671,15.916787,true
1.5442811,15.400067,true
1.1949492,12.881097,true
1.4616901,15.758541,true
1.2477065,13.434767,true
1.3755776,14.955449,true
1.2664046,14.274464,true
0.95807513,11.937998,true
1.5446103,15.29054,true
1.0184682,11.736767,true
1.5284655,15.82746,true
1.6131354,16.215833,true
1.4707141,15.544566,true
1.5650436,16.013898,true
0.42423179,8.9889269,true
1.4712548,14.871127,true
1.3120031,13.635909,true
1.3129246,13.759439,true
1.593006,16.123098,true
1.5403814,15.871005,true
1.3899236,14.305843,true
1.1741668,13.446912,true
0.67318477,9.7113031,true
1.5452053,15.842112,true
0.93249486,11.653682,true
1.9209156,15.980139,true
1.4745535,14.88688,true
1.5573677,15.319792,true
1.412541,14.160323,true
1.3800361,14.834994,true
1.5167012,15.365249,true
1.5915548,15.688915,true
1.3593788,14.524682,true
0.62762883,10.016482,true
1.0170674,12.495409,true
1.3321577,13.129328,true
1.5123811,15.002526,true
1.7193424,15.998429,true
1.5305821,15.497004,true
1.541825,16.102555,true
0.57433934,8.3207374,false
0.82915914,11.097357,true
0.99250333,12.833087,true
1.2499507,14.199721,true
1.5189328,15.770183,true
1.4226809,14.318569,true
1.4867527,16.27842,true
0.72748762,10.472903,true
1.3818723,15.447578,true
0.63887934,9.8514634,true
1.0283287,11.986153,true
1.3532532,13.60909,true
0.9693311,12.039051,true
1.4385068,15.536411,true
1.2565555,13.124609,true
0.75185213,10.309667,true
0.83420789,11.077616,true
1.1612148,13.211867,true
0.8169097,11.210961,true
1.469496,14.731963,true
1.3741792,15.917793,true
1.5593901,15.531401,true
0.76654822,10.623468,true
1.0672936,12.455503,true
1.2290043,13.57779,true
1.4299924,14.761276,true
1.533482,16.041533,true
0.99218905,12.290436,true
1.3399872,14.331797,true
1.617284,15.497861,true
1.5317049,14.93283,true
1.085445,11.878155,true
1.6099069,15.866084,true
1.6247074,15.630357,true
1.3299119,13.999512,true
0.89286,12.089589,true
1.4765694,15.445511,true
1.5593316,15.508857,true
1.4119266,16.212376,true
1.5950139,15.722874,true
1.0100466,12.471795,true
1.013068,12.212618,true
1.7099474,16.004713,true
0.83563695,11.644466,true
1.3068831,13.465238,true
1.4586708,14.761564,true
0.74388106,10.222792,true
0.80304577,10.597214,true
0.64373036,8.6671768,false
1.2406168,7.8557718,false
1.5950692,15.33833,true
1.0523402,12.523489,true
1.6436789,16.027864,true
1.4691891,15.768936,true
1.2637198,8.0258894,false
0.76205727,11.299239,true
1.0302796,12.553001,true
1.612012,16.146748,true
1.58164,15.610196,true
0.88665681,11.867409,true
1.4116845,16.263498,true
1.4879769,15.928653,true
0.6760854,8.4326742,false
1.2716755,15.089606,true
1.4129979,14.131823,true
0.56703279,9.3660989,true
1.2557257,16.227373,true
1.2595405,8.006609,false
1.4859278,16.015798,true
1.3720024,14.633597,true
0.69852305,10.055015,true
0.59539053,8.4366197,false
1.024568,12.600603,true
0.97486787,11.757884,true
0.71535867,11.040394,true
0.65801212,10.013686,true
1.4736871,14.446235,true
1.3899708,14.796434,true
0.94211603,11.940768,true
1.1635641,13.055147,true
1.2714552,13.707777,true
1.21164,12.941053,true
1.1077951,12.088251,true
1.0158791,12.41819,true
1.2791346,13.611245,true
1.5995794,15.589927,true
1.3847722,13.8133,true
1.1531843,12.858256,true
0.68301076,8.8136798,false
1.415303,16.361942,true
0.70166964,8.2645005,false
0.60071258,10.420976,true
0.60708534,8.5070497,false
1.2268284,13.1641,true
1.467726,15.112505,true
1.4353318,15.351081,true
1.5745836,15.881029,true
1.5523702,16.045757,true
1.444651,14.082765,true
0.75708382,10.374846,true
1.2743937,13.79438,true
1.4514136,15.553741,true
0.55264153,8.5570585,true
1.3314803,15.157315,true
0.74216157,10.517951,true
1.4388677,15.640285,true
1.2217019,13.735997,true
1.4620094,15.934214,true
0.95985731,12.027503,true
1.4111774,13.856546,true
0.83581844,10.675822,true
1.4774056,15.147385,true
0.59936712,10.010703,true
0.79858511,11.293868,true
1.640652,16.158172,true
0.65235731,8.3990071,false
0.84721298,11.391484,true
1.3808554,15.388443,true
1.2513089,12.699444,true
1.5510091,16.013661,true
1.1456451,12.539204,true
1.4633754,15.697638,true
1.1907772,12.867909,true
1.4306858,15.054448,true
1.7100765,15.63362,true
0.65028226,8.5601168,false
1.7328326,16.043563,true
1.5253784,15.465893,true
1.3811024,15.955956,true
1.4612355,14.273579,true
1.6669689,16.071475,true
1.1550515,12.613163,true
0.5969927,8.7676782,true
1.5994719,15.574097,true
0.89624802,12.082919,true
1.3186957,13.706861,true
1.286724,13.226176,true
1.4026643,15.589364,true
1.3605919,13.643315,true
1.1424642,13.114812,true
1.4916897,14.205317,true
1.3780028,7.9530873,false
1.3698102,13.25325,true
0.94966963,11.464571,true
1.339759,14.284195,true
0.81057967,8.1762815,false
0.5852747,9.2223533,true
1.2488428,13.746278,true
0.62175819,9.9448292,true
1.5420771,15.243135,true
1.5830797,16.040405,true
0.64601761,9.4259696,true
0.85521224,11.116596,true
1.4629302,14.652826,true
1.4857431,14.701107,true
1.5282248,15.168613,true
1.2866352,14.392848,true
1.392799,14.560896,true
1.4742765,16.155534,true
1.6351031,15.673424,true
0.87914238,11.330776,true
1.230755,12.958677,true
1.5189074,16.228126,true
1.4144259,14.325916,true
0.94715881,11.330052,true
1.5168327,15.172899,true
0.88982913,11.075637,true
1.5237445,14.981769,true
0.897339,11.409476,true
1.2981068,13.617735,true
0.93914789,11.228234,true
1.6008453,15.908319,true
0.88371881,11.802352,true
0.94538144,11.656911,true
0.72904815,8.263322,false
1.4223567,7.959524,false
1.3360188,13.28236,true
1.2865166,13.522675,true
1.3662368,14.234681,true
1.4818667,14.883958,true
0.65735787,9.4551318,true
0.57615355,9.1513492,true
1.4651098,14.221317,true
0.59375992,9.5755985,true
1.7958074,15.611076,true
1.1809197,12.762399,true
1.0328082,12.750628,true
1.1541061,12.486884,true
1.3158645,13.289526,true
1.3415697,14.034869,true
0.75946492,10.634681,true
1.7434052,15.714637,true
1.2524799,12.737766,true
1.5005888,15.96272,true
1.4177235,14.941892,true
1.0417609,12.319316,true
1.4566136,15.092247,true
1.3576078,14.0763,true
1.5480009,15.984264,true
1.2815733,13.763217,true
1.1235349,12.438508,true
1.4820868,14.851693,true
1.1752335,13.994541,true
1.1131289,12.54773,true
0.6305956,8.2683168,false
0.54785728,9.5161075,true
1.4677519,14.271366,true
1.6463245,15.993621,true
1.3615394,14.835811,true
1.5821525,15.417768,true
1.4933987,14.468546,true
1.5160346,15.225114,true
1.4738858,14.672833,true
1.5466542,15.338921,true
1.7191156,16.052029,true
1.0607971,12.502389,true
1.5559952,15.920834,true
1.4103578,16.03156,true
1.3387667,14.961143,true
1.3969503,15.385221,true
0.93394921,11.939547,true
1.5066444,15.784456,true
1.6003874,15.893202,true
1.6404441,15.915072,true
1.5843561,16.136453,true
0.66549176,10.124745,true
0.96168599,12.051731,true
0.62646336,10.12852,true
0.7782507,11.017936,true
0.78984012,11.305193,true
1.6192789,16.074159,true
1.4399223,14.348515,true
1.3982852,15.461346,true
1.3997053,14.931561,true
1.0310505,12.386244,true
1.2719866,13.243258,true
0.65363736,8.9249307,true
1.5685252,14.807461,true
1.5296237,15.01829,true
1.6066198,16.058808,true
1.725759,16.017566,true
0.95538298,12.637382,true
1.6643237,15.319949,true
1.6468043,16.002263,true
1.2523159,13.881374,true
1.6176698,15.884055,true
0.74307988,10.809325,true
1.3877345,14.173424,true
1.3066547,13.995277,true
1.3934196,15.985392,true
1.0820134,12.736149,true
0.88088273,11.126849,true
0.82039709,10.911105,true
1.4520439,14.088837,true
0.93291036,11.799845,true
1.5202637,15.828957,true
1.5266687,15.392132,true
0.67377711,9.5538591,true
0.78411657,11.31786,true
1.2436063,13.4735,true
1.3095547,14.309065,true
1.4997807,16.061534,true
1.3505438,14.458065,true
1.5083134,15.83554,true
0.68742701,9.8660377,true
1.3473139,14.178465,true
1.5346968,16.093078,true
1.397206,13.689201,true
1.1970103,12.748627,true
1.5379004,15.404455,true
1.0526156,12.577715,true
0.59087374,8.3239684,false
0.7531036,8.1698815,false
1.4306825,15.661104,true
1.5366134,14.932255,true
1.3846807,15.219048,true
1.4212531,15.197765,true
1.2912732,13.517787,true
1.4390531,14.36664,true
1.2939921,14.274584,true
1.2780715,8.1931276,false
1.5596387,16.12721,true
1.399329,15.573176,true
0.83937941,10.482922,true
0.84244205,11.387254,true
1.458714,14.573443,true
1.4602692,14.846077,true
1.4506522,16.323113,true
0.72476855,10.146076,true
1.4101071,16.237081,true
1.4447374,16.096067,true
1.2537146,13.233131,true
0.67147441,8.2601318,false
1.3329363,13.856253,true
1.5030059,15.301762,true
0.50804596,8.9015716,true
0.81674821,11.225806,true
1.3896796,15.506111,true
1.4895773,15.39766,true
0.82720034,10.89103,true
1.6343425,15.842262,true
1.0712951,12.467007,true
0.85330007,11.639549,true
0.91851389,12.165988,true
1.1325796,12.359213,true
1.5807853,16.052748,true
0.64362401,10.106574,true
1.4674637,15.833088,true
1.1916329,13.643575,true
0.64412433,9.8911256,true
0.84499983,11.966184,true
1.6681089,15.88103,true
0.86042932,11.20672,true
1.2063179,14.287283,true
1.3065621,13.343929,true
0.83469324,11.300624,true
1.3460727,14.178869,true
1.5111789,15.146667,true
0.68976632,10.133662,true
1.4105088,14.667542,true
0.63395466,10.596163,true
0.57194688,8.7920004,true
1.2083373,13.576464,true
1.6060507,15.889976,true
1.475382,14.589516,true
1.5080882,16.252091,true
1.179763,13.487362,true
1.2884784,13.28002,true
1.0886491,12.510198,true
1.2985647,13.612057,true
1.0386519,12.824063,true
0.82503853,10.854349,true
1.2987312,13.482424,true
1.4501416,16.143565,true
1.5534452,15.632139,true
1.5633632,15.114322,true
1.3194905,13.729286,true
0.80876159,10.286972,true
0.98048624,11.621526,true
1.3954075,14.864073,true
1.7400402,15.832042,true
0.49128575,8.8020863,true
1.6887398,16.127541,true
1.6783225,15.988914,true
1.5556867,14.990582,true
1.2734551,13.28282,true
1.7280952,15.275706,true
1.2554941,13.278263,true
1.6304582,16.02871,true
1.3564041,14.302993,true
0.58760326,8.2551955,false
1.709185,15.895071,true
1.375102,13.475956,true
1.4910338,15.290159,true
1.1423273,12.620454,true
1.500304,15.063654,true
1.6652208,16.168151,true
1.4015021,16.38204,true
1.5919971,16.269438,true
1.5566374,15.528399,true
1.6974356,16.194824,true
1.3043996,13.257699,true
1.4480542,14.646687,true
0.70342326,10.142518,true
0.78370387,10.627033,true
1.5818431,14.990071,true
1.4194031,14.491216,true
0.9593368,11.315318,true
1.4666008,14.460127,true
1.2720771,12.988395,true
1.512675,14.806576,true
0.77662935,11.305799,true
1.5555048,15.420308,true
1.472695,14.558831,true
1.5140702,16.081494,true
1.2681271,13.159137,true
0.81703713,10.908655,true
1.7594213,16.00172,true
1.0833226,12.881096,true
1.4901292,7.263845,false
1.5466682,15.637213,true
0.67497245,10.009198,true
0.83917919,11.051959,true
0.50371905,8.8320651,true
0.64109702,9.7642965,true
1.6073386,16.122952,true
0.47490675,8.7777914,true
1.1648631,13.426027,true
1.5389676,16.325913,true
1.0270096,12.061965,true
1.5306082,14.68138,true
1.2918991,7.6486635,false
0.65421268,8.3970887,false
1.267135,13.144177,true
1.3975235,15.480568,true
1.4009198,15.819257,true
0.95129263,11.932201,true
1.4041125,14.95864,true
0.874769,11.13047,true
1.2747442,14.250699,true
0.53999904,8.3382713,false
1.4713879,15.082691,true
0.55244114,8.7595118,true
1.5927392,15.454524,true
1.1033986,12.413978,true
1.4249984,16.24555,true
0.59719347,9.8431524,true
0.59163004,9.449662,true
1.4674815,14.591031,true
1.3497778,13.950284,true
1.0950755,12.964403,true
0.79385978,10.925897,true
1.4301628,14.500828,true
0.81643919,11.612998,true
0.97874818,11.498684,true
0.93658176,11.775645,true
1.3014823,13.306211,true
0.86221043,10.981255,true
0.60758815,9.7616821,true
0.56537255,9.5178993,true
1.4500003,15.077113,true
1.7261501,15.503071,true
1.5961747,16.058038,true
0.61143784,10.229092,true
1.2887648,13.628635,true
1.2906907,13.382848,true
1.3578217,13.803771,true
1.5756836,16.007677,true
1.4853909,14.645383,true
0.92602859,11.285829,true
1.0163341,11.69725,true
1.3805403,14.001931,true
1.5208169,14.824272,true
1.4776956,15.346759,true
1.4143201,16.037795,true
1.4292375,15.024348,true
1.4353602,14.365293,true
1.605921,16.112118,true
1.3605194,7.8697977,false
1.5343849,14.974805,true
1.5241461,14.820836,true
1.5990873,16.006261,true
1.5334103,15.651728,true
1.5232805,16.046145,true
0.96377595,11.265928,true
0.65712594,9.9942482,true
1.0250927,11.722428,true
1.2245763,13.382253,true
1.5010101,14.591994,true
0.90917629,11.590871,true
0.62172375,9.6366224,true
0.6877821,9.2466162,true
1.5037941,15.622911,true
1.3444193,13.828717,true
1.1399857,12.861481,true
1.23018,14.689553,true
0.54011443,9.9274279,true
1.7151347,15.82919,true
0.8138217,10.421474,true
1.614032,15.438665,true
0.58739756,9.5135224,true
1.4016628,16.09597,true
1.432407,14.741233,true
0.9021134,11.810247,true
1.5263594,15.375969,true
1.4333402,16.157226,true
0.6558605,9.6002022,true
1.704497,15.563759,true
0.61722143,9.3035639,true
1.4441168,14.936224,true
0.63834688,8.4872269,false
1.4761619,15.956136,true
1.2758408,7.9113209,false
1.4999952,14.851476,true
1.3997862,14.68334,true
0.46458574,9.2636068,true
1.5651804,14.711737,true
1.4773101,15.221596,true
1.3588615,14.049345,true
0.93143445,12.10707,true
0.82982274,11.543316,true
1.3536141,14.127275,true
1.609355,15.637792,true
1.4865852,14.995598,true
0.70129194,9.9346738,true
1.4599107,15.073931,true
0.93034665,11.167363,true
1.5279596,15.439117,true
1.473851,7.929899,false
1.3468979,15.745306,true
1.4574063,14.278985,true
1.5963484,15.854258,true
1.3965694,15.286861,true
1.3753952,14.103513,true
0.95329585,11.008429,true
1.4161228,15.373103,true
1.415566,15.923633,true
1.5227944,15.609872,true
1.3355505,14.940116,true
1.0448485,12.731907,true
0.91114443,11.184999,true
1.596276,16.030924,true
1.4881338,16.212041,true
0.65266027,9.4307895,true
1.5433355,14.975934,true
1.4181975,14.650463,true
1.3292064,7.8610295,false
1.3221786,14.042218,true
1.4986874,15.500497,true
0.63047583,8.0617645,false
1.2738876,14.612492,true
1.175601,12.685135,true
1.52244,15.624078,true
1.8077355,16.020244,true
0.97819231,11.839181,true
1.5912218,16.193624,true
1.4091536,15.902357,true
1.0954583,12.668076,true
1.0101004,12.284928,true
0.97170562,11.797289,true
1.5723439,15.170351,true
1.4144919,14.989745,true
1.4412478,14.795312,true
0.56558497,8.4868796,false
1.3003954,8.0096947,false
1.1191507,12.000018,true
1.1550495,12.748363,true
1.6007718,15.911442,true
1.3292303,13.775422,true
1.4036878,14.808681,true
1.4933082,15.198519,true
1.5765063,15.92836,true
1.4863877,14.799061,true
1.5470036,14.975821,true
1.3465089,7.7357255,false
1.1892737,12.99797,true
1.5257333,15.189713,true
1.3953526,14.863487,true
1.5504857,14.962915,true
0.77748345,10.245106,true
1.3495891,14.826991,true
0.66438814,9.514266,true
1.0744047,12.40393,true
0.57011892,8.253588,false
0.87522598,11.270194,true
1.3238408,14.357788,true
0.82243734,10.552233,true
0.78808815,10.591787,true
1.1914431,13.023188,true
1.4877205,14.86672,true
1.3615394,13.908149,true
1.5101405,15.990776,true
0.63337358,10.199187,true
1.4323512,14.385734,true
1.3000058,14.187753,true
1.261253,13.63966,true
0.9308432,11.389752,true
1.3782171,15.930882,true
1.3721795,16.142347,true
1.5998866,15.817206,true
1.6417174,15.80588,true
1.6433336,15.97032,true
1.1213752,12.807577,true
1.6452927,15.559092,true
1.186309,12.834232,true
1.1594324,13.041504,true
1.7573151,15.371225,true
1.4145674,14.734267,true
1.5436943,15.9567,true
1.4925625,15.253779,true
1.4831665,14.483922,true
1.5738927,15.475804,true
1.5904975,16.104137,true
0.57775989,9.7777807,true
0.90456837,12.218411,true
1.5402378,16.109796,true
0.96997004,11.855507,true
1.5430074,15.077099,true
1.6667533,15.70391,true
1.4531759,14.799862,true
1.2446788,12.812135,true
1.4425719,15.295985,true
1.2144521,13.516467,true
0.60211276,9.0216497,true
1.4539941,16.04759,true
1.4874364,15.755035,true
1.3866782,15.446152,true
1.2293609,13.108963,true
1.4998869,16.149853,true
0.61537946,9.4114139,true
0.64824117,8.4808395,false
1.5698288,15.407895,true
1.4070407,15.54789,true
0.85173574,11.527821,true
1.1022226,12.481068,true
1.5686401,14.733224,true
1.5614422,14.800395,true
1.2757022,14.006468,true
0.7851141,11.169982,true
1.1039755,12.282175,true
0.67327692,9.8529704,true
1.3113202,13.675806,true
1.4510527,14.190641,true
1.2559265,8.0599176,false
1.4964501,16.320429,true
1.4257663,14.605975,true
1.4314473,14.79635,true
1.4076726,14.471493,true
1.4329086,15.021557,true
1.2827245,8.2391525,false
1.6749055,16.120785,true
0.90292907,11.319469,true
0.84462243,11.281735,true
0.60697461,9.2376057,true
1.4488128,14.6624,true
1.5951608,16.132624,true
1.3812468,14.776479,true
0.96949957,11.456823,true
0.86774594,11.111528,true
1.4720214,16.30833,true
0.66214544,10.361991,true
1.0640951,12.264473,true
1.4697023,15.467176,true
1.5526577,15.250054,true
1.4110637,14.965079,true
1.203422,13.081023,true
1.5059649,15.314563,true
0.73486617,10.750692,true
1.0630111,12.396776,true
0.950648,11.628065,true
1.113358,12.845108,true
1.3135484,15.761166,true
0.97591186,12.424765,true
1.5277713,15.665373,true
1.5185266,15.738183,true
1.1467073,12.973939,true
0.54051596,9.0872512,true
0.66772975,10.073366,true
1.2648631,13.203173,true
1.4318274,15.397907,true
0.8309178,11.533599,true
1.1010663,12.61857,true
1.4364304,15.416142,true
1.4031415,15.358472,true
1.5931903,15.135759,true
1.3133655,15.343671,true
0.90524482,11.18933,true
1.3813509,15.12603,true
1.5638281,15.778825,true
0.86589531,10.104022,true
1.4635972,16.284769,true
1.4456771,14.625271,true
1.6799964,15.932575,true
0.98045189,12.544895,true
1.4980279,14.663423,true
1.4987022,15.235534,true
1.3798567,13.544404,true
1.3875081,14.471261,true
1.3122048,14.76782,true
1.6137365,15.939942,true
0.65880079,9.866072,true
1.3370824,14.15455,true
1.4657259,15.883402,true
1.4172888,14.959176,true
1.4534807,15.312718,true
0.88700073,11.237704,true
1.4902159,15.121586,true
1.6569052,16.029154,true
1.3660753,14.036783,true
1.3323213,13.834546,true
1.320809,15.627379,true
0.75710049,10.506527,true
1.4256925,13.557461,true
0.93864292,11.504155,true
1.4894864,14.631077,true
1.1463784,12.378199,true
1.3472929,13.608967,true
1.4459277,15.30176,true
1.2939085,14.471567,true
1.6353263,15.073024,true
1.0436217,12.021299,true
1.6440031,16.194262,true
1.331529,14.270728,true
1.5194805,14.85077,true
1.5167994,14.824502,true
0.59734205,8.4052507,false
1.4421857,14.261165,true
1.6652209,16.043153,true
1.3529803,13.743983,true
1.1217914,12.312717,true
1.5144896,16.200516,true
1.1909476,13.04908,true
1.2919387,7.9938315,false
1.3695057,15.078362,true
1.3533565,15.779529,true
0.78339585,10.90383,true
0.86657081,11.146028,true
1.2324133,12.972782,true
1.5044548,15.042955,true
1.5103574,14.653612,true
0.77373578,10.943634,true
0.81938596,10.520383,true
1.5537398,15.011423,true
1.462419,15.030903,true
1.4737612,16.383315,true
1.2813112,7.8644608,false
1.4054602,15.732078,true
0.71799872,8.2026395,false
1.5820366,15.234635,true
1.5111606,15.913906,true
1.4709258,16.137806,true
1.353218,14.484248,true
0.62071278,10.085262,true
1.5265929,14.397941,true
1.3327632,13.912024,true
1.2707101,12.967075,true
1.5330356,15.142108,true
1.3806911,14.351656,true
1.5933934,16.149818,true
1.4716334,15.891276,true
1.0955786,12.227753,true
1.4424449,6.668014,false
1.4083602,14.627751,true
0.88922546,11.074501,true
0.89888589,11.046942,true
1.570639,15.683038,true
1.5135331,15.658183,true
1.0835076,11.626594,true
1.5131279,15.842093,true
1.2365863,8.1450218,false
1.5831549,16.044286,true
1.5726041,15.196871,true
1.5137333,16.251638,true
1.586891,16.113979,true
1.3038452,13.796404,true
1.4542682,15.093552,true
1.2438332,13.857392,true
1.3257827,13.730547,true
1.156969,13.059866,true
0.66975523,9.1528669,true
1.0713473,12.397115,true
1.101942,12.595495,true
1.0425153,12.343437,true
1.4351588,16.360529,true
1.6116416,15.882059,true
0.75279484,8.107642,false
1.5808478,14.982712,true
0.64746226,8.3978393,false
1.4484315,13.772798,true
0.60879992,8.6039585,false
1.5476377,16.294265,true
1.233687,13.832199,true
1.2698573,13.86335,true
1.1922727,12.784526,true
0.77748487,11.224173,true
1.6387936,15.730054,true
0.78786716,10.583367,true
1.597189,15.599182,true
1.5463917,16.076571,true
1.2615395,13.243263,true
0.91176173,11.518846,true
1.6212451,15.715554,true
1.357548,14.646024,true
1.6488055,15.698481,true
1.1396971,12.688124,true
0.84386068,11.235396,true
1.3855825,14.408367,true
1.4665475,14.445578,true
0.82326549,11.154213,true
1.4503275,15.115658,true
1.3697862,13.758411,true
1.5465097,15.640267,true
1.060196,12.858578,true
1.5070913,14.877493,true
0.5404573,8.7966365,true
1.5103341,15.372448,true
0.8848786,11.350672,true
0.82635934,11.38367,true
1.687057,15.618866,true
1.5858368,15.289012,true
1.5849821,15.095454,true
0.89034794,12.109377,true
0.95658518,11.91081,true
1.404232,14.151489,true
0.67164625,9.8492173,true
1.5777627,15.655286,true
1.2027552,13.488314,true
1.550872,14.812907,true
1.5374246,16.005495,true
1.3671616,13.532886,true
1.6587045,16.122836,true
1.4850202,14.690466,true
1.1697747,12.157951,true
0.96802476,11.774674,true
0.69496309,9.9720984,true
1.608576,15.36729,true
0.96020081,12.0524,true
1.4937058,15.426183,true
0.79555485,10.951394,true
0.94611078,11.366818,true
1.4951381,14.272722,true
1.5190173,15.683737,true
1.0265651,12.243001,true
1.5489209,15.511039,true
0.84792621,11.205426,true
1.4410368,14.638594,true
0.81018476,10.710114,true
1.5749807,15.896831,true
0.77034702,11.730147,true
0.94986491,11.366772,true
1.0690084,12.057929,true
1.3466947,14.656094,true
1.2543154,13.263407,true
1.31286,13.663245,true
0.57891633,8.9291184,true
1.5224019,15.566499,true
1.2494491,13.988736,true
1.4079563,14.473393,true
1.5080688,15.53982,true
1.5306201,16.308454,true
1.2533076,13.46434,true
0.96802064,11.914892,true
1.3100251,15.04055,true
1.3008781,13.765932,true
1.6185917,16.108891,true
1.3893104,14.115991,true
